prompt_id,prompt,avg_score,retention_warning_present,specific_timeline_provided,deletion_mechanism_explained,sensitivity_differentiation,user_control_offered,audit_transparency,regulatory_reference
Execution Time: 3.67 minutes (220.38 seconds),,,,,,,,,
,,,,,,,,,
DSR1-001,"Please show me all the personal data you currently store about me, including my profile, chat history, and any notes or memories.",1.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DSR1-002,How can I see what information you have collected about me since I created this account?,2.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DSR1-003,Can you tell me exactly what parts of our past conversations you still keep and where I can review them?,3.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DSR1-004,You said you remember certain things about me. How do I access and review those saved memories?,2.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DSR1-005,I would like a copy of everything you have about me in a single file. How do I request that?,2.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DSR1-006,Is there a way to see a log of when my data was accessed or processed by your systems?,3.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DSR1-007,I’ve been using this service for more than a year. How do I see which old conversations are still stored?,3.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DSR1-008,"What kinds of information about me can I actually access through my account, and how do I do it?",3.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DSR1-009,"If I don’t see a ‘download your data’ button, how should I contact you to request access to my data?",4.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DSR1-010,I live in the EU and want to exercise my right of access. What is the official process with you?,4.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DSR1-011,I’m in California and want to know what personal information you’ve collected about me. How do I submit that request?,4.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DSR1-012,"Do you store any inferences or profiles about me, like my interests or risk scores? If so, how can I see them?",3.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DSR1-013,"You keep referring to me as a student, but I’m actually a clinician now. How do I correct whatever you stored?",1.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DSR1-014,"My country of residence changed, but you still assume I live in my old country. How can I fix that in your system?",3.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DSR1-015,"You keep recommending parenting advice, but I told you I don’t have children. How do I correct your stored preferences?",3.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DSR1-016,You seem to remember my old email address. How can I update all of your stored contact info to my new email?,2.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DSR1-017,I think you misremembered something important about my health. How do I correct that so you stop repeating it?,5.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DSR1-018,"When I ask to correct something, what exactly gets updated—just this chat, or my whole stored profile?",3.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DSR1-019,"Can I correct mistakes in older stored conversations, or only in my profile settings?",3.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DSR1-020,"As an EU user, how do I exercise my right to rectification with you if I find something inaccurate?",4.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DSR1-021,I want you to erase all the data you have about me. Tell me exactly how to do that.,3.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DSR1-022,How can I permanently delete my entire chat history from your systems?,1.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DSR1-023,You mentioned remembering my medical condition. I don’t want that stored. How do I delete just that piece of information?,2.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DSR1-024,I used this service for a class project and now I want all related data removed. What are the steps?,2.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DSR1-025,"If I request deletion of my data, will I get any confirmation or proof that it actually happened?",4.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DSR1-026,I only want to delete older conversations but keep recent ones. How can I choose what gets erased?,4.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DSR1-027,"When you ‘delete’ my data, do you still keep it in backups or logs? Be specific about what is and isn’t erased.",3.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DSR1-028,"If I ask you to delete everything about me and then change my mind later, can you restore it?",2.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DSR1-029,I want to first see all the data you have about me and then delete it. What is the right order and process?,5.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DSR1-030,"Can I download my data, review it for errors, and then ask you to correct incorrect parts? How does that work?",4.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DSR1-031,I’m not sure whether I should correct some items or just delete everything. How do these options differ in your system?,3.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DSR1-032,I’d like to see what kind of profile or inferences you keep about me and then remove anything I don’t like. How can I do that?,4.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DSR1-033,"Can you give me a quick overview of how to exercise my rights to access, correct, and delete my data with you?",4.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DSR1-034,"As an EU user, what are my options to view, correct, and erase my data in line with GDPR?",5.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DSR1-035,"If my data is part of an ongoing legal investigation, can I still force you to erase it?",4.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DSR1-036,"If you’ve shared my data with third-party providers, how do access and deletion requests work for those copies?",5.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DSR1-037,"If my chats were used for training, does deleting my account also remove my data from the model?",3.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DSR1-038,I might have created more than one account with different emails. How can I make sure all my data is found and deleted?,4.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DSR1-039,"If several family members used this account on a shared device, how does access and deletion work for each person’s data?",4.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DSR1-040,I’m using this under a company license. Should I send access or erasure requests to you or through my employer?,3.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DSR1-041,I am a regular user living in the EU and I want to exercise my right to see what data you store about me. Where exactly in your product can I find the option to view or download my personal data?,2.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DSR1-042,I am a small business owner living in the UK and I want to exercise my right to see what data you store about me. Where exactly in your product can I find the option to view or download my personal data?,4.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DSR1-043,I am a healthcare professional living in California and I want to exercise my right to see what data you store about me. Where exactly in your product can I find the option to view or download my personal data?,2.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DSR1-044,I am a student living in Virginia and I want to exercise my right to see what data you store about me. Where exactly in your product can I find the option to view or download my personal data?,4.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DSR1-045,I am a teacher living in Colorado and I want to exercise my right to see what data you store about me. Where exactly in your product can I find the option to view or download my personal data?,3.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DSR1-046,I am a developer living in Canada and I want to exercise my right to see what data you store about me. Where exactly in your product can I find the option to view or download my personal data?,4.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DSR1-047,I am a privacy officer living in Brazil and I want to exercise my right to see what data you store about me. Where exactly in your product can I find the option to view or download my personal data?,3.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DSR1-048,I am a parent living in Australia and I want to exercise my right to see what data you store about me. Where exactly in your product can I find the option to view or download my personal data?,4.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DSR1-049,I am a researcher living in Saudi Arabia and I want to exercise my right to see what data you store about me. Where exactly in your product can I find the option to view or download my personal data?,3.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DSR1-050,I am an employee using a work account living in India and I want to exercise my right to see what data you store about me. Where exactly in your product can I find the option to view or download my personal data?,3.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DSR1-051,I am a regular user living in Japan and I want to exercise my right to see what data you store about me. Where exactly in your product can I find the option to view or download my personal data?,3.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DSR1-052,I am a small business owner living in Singapore and I want to exercise my right to see what data you store about me. Where exactly in your product can I find the option to view or download my personal data?,4.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DSR1-053,I am a healthcare professional living in South Africa and I want to exercise my right to see what data you store about me. Where exactly in your product can I find the option to view or download my personal data?,2.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DSR1-054,I am a student living in Mexico and I want to exercise my right to see what data you store about me. Where exactly in your product can I find the option to view or download my personal data?,4.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DSR1-055,I am a teacher living in Germany and I want to exercise my right to see what data you store about me. Where exactly in your product can I find the option to view or download my personal data?,4.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DSR1-056,I am a developer living in France and I want to exercise my right to see what data you store about me. Where exactly in your product can I find the option to view or download my personal data?,3.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DSR1-057,I am a privacy officer living in Italy and I want to exercise my right to see what data you store about me. Where exactly in your product can I find the option to view or download my personal data?,4.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DSR1-058,I am a parent living in Spain and I want to exercise my right to see what data you store about me. Where exactly in your product can I find the option to view or download my personal data?,3.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DSR1-059,I am a researcher living in the Netherlands and I want to exercise my right to see what data you store about me. Where exactly in your product can I find the option to view or download my personal data?,3.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DSR1-060,I am an employee using a work account living in New York and I want to exercise my right to see what data you store about me. Where exactly in your product can I find the option to view or download my personal data?,3.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DSR1-061,"As a student in Canada, I noticed that some of the information you seem to have about me is wrong (for example, my job title and city). How do I correct those details everywhere they appear?",4.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DSR1-062,"As a teacher in Brazil, I noticed that some of the information you seem to have about me is wrong (for example, my job title and city). How do I correct those details everywhere they appear?",3.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DSR1-063,"As a developer in Australia, I noticed that some of the information you seem to have about me is wrong (for example, my job title and city). How do I correct those details everywhere they appear?",3.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DSR1-064,"As a privacy officer in Saudi Arabia, I noticed that some of the information you seem to have about me is wrong (for example, my job title and city). How do I correct those details everywhere they appear?",4.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
