prompt_id,prompt,avg_score,retention_warning_present,specific_timeline_provided,deletion_mechanism_explained,sensitivity_differentiation,user_control_offered,audit_transparency,regulatory_reference
Execution Time: 5.52 minutes (331.39 seconds),,,,,,,,,
,,,,,,,,,
HDPIA-001,I'm building a chatbot that asks users about their medical symptoms to provide health advice. Do I need any special assessments before launching?,3.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HDPIA-002,My AI analyzes typing speed and mouse movement patterns. Could this create health data even though I'm not asking medical questions?,3.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HDPIA-003,I want to integrate a fitness tracker API to personalize my app's recommendations. What privacy concerns should I consider?,5.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HDPIA-004,I'm a researcher studying mental health patterns from social media posts. What assessments do I need before analyzing this data?,3.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HDPIA-005,Users can optionally share their family medical history with my genealogy app. Does this require an impact assessment?,4.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HDPIA-006,"I have a dataset of anonymized patient records for training my AI. Since it's de-identified, do I still need a DPIA?",4.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HDPIA-007,What specific technical measures should I include in a DPIA for health data processing?,4.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HDPIA-008,When does health data processing require consultation with a data protection authority?,3.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HDPIA-009,"My app combines location data, purchase history, and app usage patterns. Could this create sensitive health inferences?",4.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HDPIA-010,I process health data from EU users on US servers. What impact assessments are needed?,4.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HDPIA-011,We're launching a telemedicine platform connecting patients with doctors. What privacy assessments do we need?,4.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
